filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
bpt6k683937f_4.jpg,4426295,{},1,0,"{""name"":""rect"",""x"":1786,""y"":385,""width"":382,""height"":673}",{}
bpt6k684110w_1.jpg,4323854,{},0,{},{},{}
bpt6k683962k_3.jpg,4486446,{},0,{},{},{}
bpt6k683942w_2.jpg,4215820,{},1,0,"{""name"":""rect"",""x"":128,""y"":2271,""width"":307,""height"":80}",{}
bpt6k6840567_1.jpg,4175095,{},2,0,"{""name"":""rect"",""x"":2567,""y"":954,""width"":805,""height"":1113}",{}
bpt6k6840567_1.jpg,4175095,{},2,1,"{""name"":""rect"",""x"":1758,""y"":2177,""width"":1181,""height"":919}",{}
bpt6k683903w_5.jpg,4362797,{},3,0,"{""name"":""rect"",""x"":2976,""y"":3312,""width"":397,""height"":366}",{}
bpt6k683903w_5.jpg,4362797,{},3,1,"{""name"":""rect"",""x"":573,""y"":4463,""width"":298,""height"":187}",{}
bpt6k683903w_5.jpg,4362797,{},3,2,"{""name"":""rect"",""x"":1564,""y"":4506,""width"":267,""height"":155}",{}
bpt6k683919h_2.jpg,4393347,{},0,{},{},{}
bpt6k6840834_2.jpg,4436404,{},0,{},{},{}
bpt6k684067z_2.jpg,4418922,{},0,{},{},{}
bpt6k683955c_3.jpg,4428911,{},0,{},{},{}
bpt6k683926q_1.jpg,4100270,{},3,0,"{""name"":""rect"",""x"":2563,""y"":1320,""width"":775,""height"":967}",{}
bpt6k683926q_1.jpg,4100270,{},3,1,"{""name"":""rect"",""x"":72,""y"":1446,""width"":1198,""height"":723}",{}
bpt6k683926q_1.jpg,4100270,{},3,2,"{""name"":""rect"",""x"":1702,""y"":1607,""width"":430,""height"":805}",{}
bpt6k6840923_2.jpg,4372996,{},0,{},{},{}
bpt6k6842276_2.jpg,4380397,{},1,0,"{""name"":""rect"",""x"":1462,""y"":293,""width"":531,""height"":788}",{}
bpt6k684196x_2.jpg,4387929,{},0,{},{},{}
bpt6k6840054_2.jpg,4252970,{},0,{},{},{}
bpt6k6842106_3.jpg,4481291,{},0,{},{},{}
bpt6k683963z_2.jpg,4316973,{},1,0,"{""name"":""rect"",""x"":191,""y"":2434,""width"":286,""height"":88}",{}
bpt6k684190n_4.jpg,4447560,{},3,0,"{""name"":""rect"",""x"":965,""y"":297,""width"":810,""height"":546}",{}
bpt6k684190n_4.jpg,4447560,{},3,1,"{""name"":""rect"",""x"":1798,""y"":1727,""width"":401,""height"":603}",{}
bpt6k684190n_4.jpg,4447560,{},3,2,"{""name"":""rect"",""x"":559,""y"":2280,""width"":811,""height"":402}",{}
bpt6k6839048_2.jpg,4362135,{},0,{},{},{}
bpt6k684072d_2.jpg,4421463,{},0,{},{},{}
bpt6k684228k_2.jpg,4483878,{},2,0,"{""name"":""rect"",""x"":2588,""y"":165,""width"":819,""height"":845}",{}
bpt6k684228k_2.jpg,4483878,{},2,1,"{""name"":""rect"",""x"":112,""y"":1649,""width"":392,""height"":517}",{}
bpt6k684229z_2.jpg,4426210,{},3,0,"{""name"":""rect"",""x"":1762,""y"":1369,""width"":219,""height"":280}",{}
bpt6k684229z_2.jpg,4426210,{},3,1,"{""name"":""rect"",""x"":2675,""y"":1399,""width"":324,""height"":281}",{}
bpt6k684229z_2.jpg,4426210,{},3,2,"{""name"":""rect"",""x"":2192,""y"":2120,""width"":400,""height"":425}",{}
bpt6k684034s_3.jpg,4250470,{},0,{},{},{}
bpt6k6839438_1.jpg,4215659,{},4,0,"{""name"":""rect"",""x"":1705,""y"":1506,""width"":834,""height"":860}",{}
bpt6k6839438_1.jpg,4215659,{},4,1,"{""name"":""rect"",""x"":51,""y"":3038,""width"":411,""height"":929}",{}
bpt6k6839438_1.jpg,4215659,{},4,2,"{""name"":""rect"",""x"":48,""y"":3487,""width"":161,""height"":483}",{}
bpt6k6839438_1.jpg,4215659,{},4,3,"{""name"":""rect"",""x"":1299,""y"":3988,""width"":829,""height"":758}",{}
bpt6k6839697_1.jpg,4245830,{},4,0,"{""name"":""rect"",""x"":2571,""y"":1410,""width"":818,""height"":838}",{}
bpt6k6839697_1.jpg,4245830,{},4,1,"{""name"":""rect"",""x"":1329,""y"":1858,""width"":420,""height"":816}",{}
bpt6k6839697_1.jpg,4245830,{},4,2,"{""name"":""rect"",""x"":86,""y"":2232,""width"":396,""height"":849}",{}
bpt6k6839697_1.jpg,4245830,{},4,3,"{""name"":""rect"",""x"":950,""y"":3376,""width"":1189,""height"":839}",{}
bpt6k683953m_4.jpg,4301260,{},1,0,"{""name"":""rect"",""x"":2585,""y"":729,""width"":364,""height"":487}",{}
bpt6k6839663_2.jpg,4358486,{},1,0,"{""name"":""rect"",""x"":3020,""y"":3677,""width"":376,""height"":82}",{}
bpt6k6840656_1.jpg,4349152,{},4,0,"{""name"":""rect"",""x"":133,""y"":3605,""width"":150,""height"":181}",{}
bpt6k6840656_1.jpg,4349152,{},4,1,"{""name"":""rect"",""x"":131,""y"":3747,""width"":396,""height"":476}",{}
bpt6k6840656_1.jpg,4349152,{},4,2,"{""name"":""rect"",""x"":965,""y"":4132,""width"":271,""height"":332}",{}
bpt6k6840656_1.jpg,4349152,{},4,3,"{""name"":""rect"",""x"":962,""y"":4488,""width"":379,""height"":297}",{}
bpt6k684198p_4.jpg,4464499,{},1,0,"{""name"":""rect"",""x"":504,""y"":617,""width"":811,""height"":710}",{}
bpt6k6841691_3.jpg,4105317,{},0,{},{},{}
bpt6k683980h_2.jpg,4071067,{},0,{},{},{}
bpt6k6841199_2.jpg,4444195,{},0,{},{},{}
bpt6k6839485_2.jpg,4311684,{},0,{},{},{}
bpt6k684040m_2.jpg,4353262,{},1,0,"{""name"":""rect"",""x"":2585,""y"":2282,""width"":376,""height"":85}",{}
bpt6k6840533_1.jpg,4094454,{},3,0,"{""name"":""rect"",""x"":2547,""y"":1643,""width"":864,""height"":954}",{}
bpt6k6840533_1.jpg,4094454,{},3,1,"{""name"":""rect"",""x"":97,""y"":3603,""width"":395,""height"":748}",{}
bpt6k6840533_1.jpg,4094454,{},3,2,"{""name"":""rect"",""x"":900,""y"":3849,""width"":849,""height"":721}",{}
bpt6k6841691_2.jpg,4352334,{},2,0,"{""name"":""rect"",""x"":2869,""y"":373,""width"":550,""height"":482}",{}
bpt6k6841691_2.jpg,4352334,{},2,1,"{""name"":""rect"",""x"":1745,""y"":965,""width"":523,""height"":690}",{}
bpt6k684223p_4.jpg,4476888,{},2,0,"{""name"":""rect"",""x"":119,""y"":163,""width"":1211,""height"":868}",{}
bpt6k684223p_4.jpg,4476888,{},2,1,"{""name"":""rect"",""x"":533,""y"":1095,""width"":803,""height"":1021}",{}
bpt6k683990v_5.jpg,4171065,{},0,{},{},{}
bpt6k6842318_2.jpg,4395706,{},1,0,"{""name"":""rect"",""x"":1347,""y"":884,""width"":811,""height"":597}",{}
bpt6k684207h_2.jpg,4398053,{},2,0,"{""name"":""rect"",""x"":488,""y"":1307,""width"":396,""height"":583}",{}
bpt6k684207h_2.jpg,4398053,{},2,1,"{""name"":""rect"",""x"":2981,""y"":1545,""width"":348,""height"":551}",{}
bpt6k684159p_1.jpg,4175369,{},6,0,"{""name"":""rect"",""x"":2124,""y"":1224,""width"":381,""height"":630}",{}
bpt6k684159p_1.jpg,4175369,{},6,1,"{""name"":""rect"",""x"":474,""y"":1793,""width"":794,""height"":878}",{}
bpt6k684159p_1.jpg,4175369,{},6,2,"{""name"":""rect"",""x"":2093,""y"":2700,""width"":529,""height"":681}",{}
bpt6k684159p_1.jpg,4175369,{},6,3,"{""name"":""rect"",""x"":878,""y"":2904,""width"":793,""height"":678}",{}
bpt6k684159p_1.jpg,4175369,{},6,4,"{""name"":""rect"",""x"":2142,""y"":3494,""width"":1189,""height"":1016}",{}
bpt6k684159p_1.jpg,4175369,{},6,5,"{""name"":""rect"",""x"":476,""y"":3921,""width"":787,""height"":721}",{}
bpt6k684100j_1.jpg,4231926,{},1,0,"{""name"":""rect"",""x"":1522,""y"":3753,""width"":1391,""height"":938}",{}
bpt6k684163r_1.jpg,4162983,{},4,0,"{""name"":""rect"",""x"":1301,""y"":1077,""width"":807,""height"":840}",{}
bpt6k684163r_1.jpg,4162983,{},4,1,"{""name"":""rect"",""x"":1710,""y"":1987,""width"":1197,""height"":655}",{}
bpt6k684163r_1.jpg,4162983,{},4,2,"{""name"":""rect"",""x"":77,""y"":2065,""width"":767,""height"":1142}",{}
bpt6k684163r_1.jpg,4162983,{},4,3,"{""name"":""rect"",""x"":2553,""y"":3676,""width"":779,""height"":754}",{}
bpt6k684179c_1.jpg,4280907,{},5,0,"{""name"":""rect"",""x"":1776,""y"":550,""width"":1171,""height"":537}",{}
bpt6k684179c_1.jpg,4280907,{},5,1,"{""name"":""rect"",""x"":114,""y"":1618,""width"":344,""height"":609}",{}
bpt6k684179c_1.jpg,4280907,{},5,2,"{""name"":""rect"",""x"":1812,""y"":1848,""width"":292,""height"":922}",{}
bpt6k684179c_1.jpg,4280907,{},5,3,"{""name"":""rect"",""x"":2936,""y"":3747,""width"":455,""height"":351}",{}
bpt6k684179c_1.jpg,4280907,{},5,4,"{""name"":""rect"",""x"":539,""y"":4053,""width"":1192,""height"":629}",{}
bpt6k684004r_2.jpg,4447063,{},1,0,"{""name"":""rect"",""x"":2230,""y"":1231,""width"":781,""height"":519}",{}
bpt6k683917r_4.jpg,4466853,{},0,{},{},{}
bpt6k683997h_4.jpg,4578613,{},1,0,"{""name"":""rect"",""x"":1364,""y"":558,""width"":826,""height"":660}",{}
bpt6k6841508_1.jpg,4104855,{},0,{},{},{}
bpt6k6840923_1.jpg,4221392,{},0,{},{},{}
bpt6k6841521_1.jpg,4124320,{},0,{},{},{}
bpt6k684039p_3.jpg,4392490,{},0,{},{},{}
bpt6k684187z_1.jpg,4263571,{},5,0,"{""name"":""rect"",""x"":2166,""y"":1103,""width"":767,""height"":1062}",{}
bpt6k684187z_1.jpg,4263571,{},5,1,"{""name"":""rect"",""x"":99,""y"":1295,""width"":762,""height"":1103}",{}
bpt6k684187z_1.jpg,4263571,{},5,2,"{""name"":""rect"",""x"":2171,""y"":2226,""width"":1187,""height"":1400}",{}
bpt6k684187z_1.jpg,4263571,{},5,3,"{""name"":""rect"",""x"":970,""y"":2941,""width"":305,""height"":595}",{}
bpt6k684187z_1.jpg,4263571,{},5,4,"{""name"":""rect"",""x"":117,""y"":3882,""width"":1173,""height"":856}",{}
bpt6k684001m_1.jpg,4167769,{},4,0,"{""name"":""rect"",""x"":873,""y"":1476,""width"":832,""height"":995}",{}
bpt6k684001m_1.jpg,4167769,{},4,1,"{""name"":""rect"",""x"":2973,""y"":2121,""width"":390,""height"":743}",{}
bpt6k684001m_1.jpg,4167769,{},4,2,"{""name"":""rect"",""x"":149,""y"":3729,""width"":1139,""height"":836}",{}
bpt6k684001m_1.jpg,4167769,{},4,3,"{""name"":""rect"",""x"":2576,""y"":3771,""width"":782,""height"":730}",{}
bpt6k683971j_3.jpg,4439971,{},0,{},{},{}
bpt6k683979k_4.jpg,4270229,{},0,{},{},{}
bpt6k684037x_5.jpg,4341825,{},0,{},{},{}
bpt6k684010k_1.jpg,4186133,{},5,0,"{""name"":""rect"",""x"":3023,""y"":1853,""width"":390,""height"":562}",{}
bpt6k684010k_1.jpg,4186133,{},5,1,"{""name"":""rect"",""x"":1779,""y"":2066,""width"":387,""height"":698}",{}
bpt6k684010k_1.jpg,4186133,{},5,2,"{""name"":""rect"",""x"":133,""y"":2551,""width"":1188,""height"":935}",{}
bpt6k684010k_1.jpg,4186133,{},5,3,"{""name"":""rect"",""x"":553,""y"":3865,""width"":362,""height"":493}",{}
bpt6k684010k_1.jpg,4186133,{},5,4,"{""name"":""rect"",""x"":2200,""y"":3973,""width"":806,""height"":754}",{}
bpt6k6839014_2.jpg,4388503,{},1,0,"{""name"":""rect"",""x"":996,""y"":3110,""width"":1074,""height"":495}",{}
bpt6k6839349_2.jpg,4418303,{},0,{},{},{}
bpt6k684127w_2.jpg,4274072,{},0,{},{},{}
bpt6k6839349_3.jpg,4271063,{},1,0,"{""name"":""rect"",""x"":1328,""y"":3203,""width"":1191,""height"":804}",{}
bpt6k683941h_2.jpg,4224975,{},1,0,"{""name"":""rect"",""x"":880,""y"":2327,""width"":449,""height"":1174}",{}
bpt6k683923k_6.jpg,4108059,{},2,0,"{""name"":""rect"",""x"":2894,""y"":277,""width"":388,""height"":526}",{}
bpt6k683923k_6.jpg,4108059,{},2,1,"{""name"":""rect"",""x"":2708,""y"":851,""width"":444,""height"":250}",{}
bpt6k684193s_4.jpg,4492670,{},2,0,"{""name"":""rect"",""x"":2189,""y"":275,""width"":398,""height"":696}",{}
bpt6k684193s_4.jpg,4492670,{},2,1,"{""name"":""rect"",""x"":101,""y"":427,""width"":811,""height"":954}",{}
bpt6k684016v_1.jpg,4278440,{},3,0,"{""name"":""rect"",""x"":1332,""y"":1662,""width"":855,""height"":1211}",{}
bpt6k684016v_1.jpg,4278440,{},3,1,"{""name"":""rect"",""x"":2614,""y"":1969,""width"":819,""height"":867}",{}
bpt6k684016v_1.jpg,4278440,{},3,2,"{""name"":""rect"",""x"":553,""y"":3963,""width"":1196,""height"":850}",{}
bpt6k6840232_1.jpg,4167913,{},5,0,"{""name"":""rect"",""x"":2551,""y"":1311,""width"":827,""height"":1057}",{}
bpt6k6840232_1.jpg,4167913,{},5,1,"{""name"":""rect"",""x"":95,""y"":1912,""width"":1182,""height"":915}",{}
bpt6k6840232_1.jpg,4167913,{},5,2,"{""name"":""rect"",""x"":1730,""y"":2046,""width"":396,""height"":1226}",{}
bpt6k6840232_1.jpg,4167913,{},5,3,"{""name"":""rect"",""x"":2974,""y"":3556,""width"":402,""height"":925}",{}
bpt6k6840232_1.jpg,4167913,{},5,4,"{""name"":""rect"",""x"":77,""y"":3936,""width"":813,""height"":797}",{}
bpt6k683997h_2.jpg,4314474,{},0,{},{},{}
bpt6k684084h_2.jpg,4409032,{},0,{},{},{}
bpt6k684172q_2.jpg,4320988,{},4,0,"{""name"":""rect"",""x"":941,""y"":287,""width"":163,""height"":242}",{}
